nama_hotel,alamat_hotel,jenis_kamar,total_kamar_tersedia
Kalingga Sekar,"<span itemprop=""address"">Jl. Juminahan No.50, Purwokinanti, Pakualaman, Kota Yogyakarta, DI Yogyakarta, Indonesia</span>",4,4
Wisma Artha,"<span itemprop=""address"">Candi Dukuh, Sardonoharjo, Ngaglik, Sleman, Yogyakarta, Indonesia</span>",8,8
Ringin Guesthouse,"<span itemprop=""address"">Sebo, RT 80 RW 37 Sidoharjo, Samigaluh, Kulon Progo, Yogyakarta</span>",8,8
Vaanisaa Homestay,"<span itemprop=""address"">Perum Sidorejo, Gg. Sadewa, Ngestiharjo, Kasihan, Bantul, Yogyakarta, DI Yogykarta, Indonesia</span>",1,2
Sewu Bengi Homestay,"<span itemprop=""address"">Jl. Menukan No.300, Brontokusuman, Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia</span>",4,4
D'Java Homestay Unit Seturan by The Grand Java,"<span itemprop=""address"">Perum Griya Harapan Mulia, Dabag, Condongcatur, Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Ndalem Pakdhe Homestay,"<span itemprop=""address"">Grogol RT2 / RW 18 Margodadi Seyegan Sleman Yogyakarta</span>",4,8
Pondok Gajah Homestay,"<span itemprop=""address"">Jl. Ringroad Selatan, Tamantirto Kasihan, Bantul, Yogyakarta</span>",2,6
Penginapan Pugeran,"<span itemprop=""address"">Jl. Pugeran 2 No.70, Mantrijeron, Yogyakarta</span>",5,20
Penginapan Mayasari,"<span itemprop=""address"">Jl. Pantai Krakal, Ngestirejo, Kec. Tanjungsari, Kabupaten Gunung Kidul, Yogyakarta, Indonesia</span>",8,8
Satriafi Hotel,"<span itemprop=""address"">Jl. Kesehatan No.143, Kaliurang Barat, Yogyakarta</span>",24,24
Singgahsini Isma Yogyakarta (Female Only),"<span itemprop=""address"">Jl. Gotong Royong, Gg. Flamboyan TR 2, RT.06 RW.02 No. 337B, Karangwaru Lor, Tegalrejo, Yogyakarta, Indonesia</span>",2,6
Jagad Homestay,"<span itemprop=""address"">Plono Timur RT 19 RW 10 Pagerharjo, Kulon Progo</span>",6,6
OYO 939 Rumah Teteh Syariah Kledokan,"<span itemprop=""address"">Jl. Garuni 1, No. 9, Kledokan, Caturtunggal, Kecamatan Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",8,8
Happy Family Hotel,"<span itemprop=""address"">Jl. Jlagran Lor No. 10, Pringgokusuman, Gedongtengen, Kota Yogyakarta, Indonesia</span>",1,4
Homestay Pak Buang,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",2,8
Rumah Anargya,"<span itemprop=""address"">Jl. Teh Perum Sawitsari Blok L No.4A, Condong Catur, Sleman, DI Yogyakarta, Indonesia</span>",1,2
Shakilla Homestay,"<span itemprop=""address"">Jl. Kaliurang KM 5 Pogung Baru Blok D No. 26, Pogung Kidul, Yogyakarta, Indonesia</span>",2,4
Fernasya Home,"<span itemprop=""address"">Taman Griya Indah VI No. B1, Ngestiharjo, Kasihan, Bantul, Yogyakarta, Indonesia</span>",1,2
Omah Kemiri 3,"<span itemprop=""address"">Jl. KRT Pringgodiningrat Pangukan RT.03 RW.10 No.22&amp;25, Tridadi, Sleman, Yogyakarta, Indonesia</span>",4,8
Pondok Baneytha,"<span itemprop=""address"">KP. Bumijo Tengah 1321 C, RT 31, RW 07, Jetis, Yogyakarta</span>",8,8
Villa Mata Air,"<span itemprop=""address"">Jl. Godean Seyegan, Basak II, Margoluwih, Seyegan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Kolo Kolo,"<span itemprop=""address"">Jl. Monjali No.145, Kutu Dukuh, Sinduadi, Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284</span>",4,8
Kost 2000 Tiga,"<span itemprop=""address"">Jl. Kaliurang Km 4.5, Gg. Kinanti No.15B, Pogung Kidul, Sinduadi, Mlati, </span>",0,0
Hotel Kayu Manis,"<span itemprop=""address"">Jl. Giri Kondang No.3A, Kaliurang</span>",16,16
Hotel di Jogja,,0,0
Akar Wangi 2 Homestay,"<span itemprop=""address"">Tegal RT 4, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",8,16
Homestay Ngudi,"<span itemprop=""address"">Cempuk, Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",2,6
Aparkost Putri Elsha Syariah,"<span itemprop=""address"">Jl. Kaliurang KM 13, Besi Raya, Sukoharjo, Ngaglik, Sleman, Yogyakarta, DI Yogyakarta, Indonesia</span>",1,1
OYO 2047 Opak Village Bed & Breakfast Near RSUD Bantul,"<span itemprop=""address"">Jl.Imogiri Barat Km 13, Dusun No.Rt 03, Bungas, Sumberagung, Kec. Jetis, Bantul, Daerah Istimewa Yogyakarta</span>",12,48
Homestay Ponijo,"<span itemprop=""address"">Cempuk, Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta </span>",2,6
OYO 3562 Pondok Inspirasi Minggir,"<span itemprop=""address"">Jl. Daratan 3, Daratan I, Sendangarum, Kec. Minggir, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55562</span>",4,16
Pangol Hill Camp Center,"<span itemprop=""address"">Payak Tengah RT 02,Srimulyo Piyungan,Bantul, DIY</span>",8,8
Penginapan Pendopo Kasih,"<span itemprop=""address"">Jl. Karangsari-Manyaran, Ngasem, Rejosari, Semin, Gunung Kidul, Yogyakarta, Indonesia</span>",16,16
Hotel Fevytra Syariah Yogyakarta,"<span itemprop=""address"">Jl. Prof Dr Soepomo SH 1060, Umbulharjo, DI Yogyakarta, Indonesia</span>",2,8
Enggar Homestay,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",4,12
Hotel Widodo 3,"<span itemprop=""address"">Jl. Parangtritis, Kretek, Bantul DIY</span>",32,32
Mayza Homestay,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",4,12
Hotel Prambanan Malioboro,"<span itemprop=""address"">Jl. Sosrokusuman No.111, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia</span>",8,16
Griya Ndelik,"<span itemprop=""address"">Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",2,6
Dewisri Homestay,"<span itemprop=""address"">Jl. Krebet, Sindangsari, Pajangan, Bantul, Yogyakarta, Indonesia</span>",16,48
Olivia Residence,"<span itemprop=""address"">Nglinggo Timur RT 27 RW 14, Pagerharjo, Samigaluh</span>",10,10
Arjuna 31 Homestay,"<span itemprop=""address"">Jl. Arjuna No. 31, Wirobrajan, Yogyakarta, Indonesia</span>",2,6
Griya Pamengkang 2 - Colonial House,"<span itemprop=""address"">Jl. Namburan Kidul No. 71, Kel. Panembahan, Kec. Kraton, Yogyakarta, Indonesia</span>",0,0
Homestay Joglo Sudiatmojo,"<span itemprop=""address"">Mangsan RT 5, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",4,12
Taman Nggirli Camping & Play Ground,"<span itemprop=""address"">Cikal RT02, SRIMULYO, piyungan, Bantul, Yogyakarta Indonesia</span>",8,8
Pak Dhe Homestay,"<span itemprop=""address"">RT.6, Dusun Sewon, Timbulharjo, Sewon, Bantul, DI Yogyakarta</span>",12,24
Ndalem Sarodjan,"<span itemprop=""address"">Grogol RT2 / RW 18 Margodadi Seyegan Sleman Yogyakarta</span>",8,16
RedDoorz near Rumah Sakit Wirosaban,"<span itemprop=""address"">Jl. Meranti Baru (Randubelang) No.111, Bangunharjo. Sewon, Bantul, DI Yogyakarta, Indonesia</span>",16,16
Renaya Griya Guesthouse,"<span itemprop=""address"">Jl. Pakel Baru Selatan No.13C, Sorosutan, Umbulharjo, Yogyakarta, Indonesia</span>",2,4
OYO 2061 Rizki Dhira Guest House Syariah,"<span itemprop=""address"">Jl. Sukun No.12, Ngringin, Condongcatur, Kec. Depok, Yogyakarta, 55281 Yogyakarta, Indonesia</span>",12,12
Alissa Motel,"<span itemprop=""address"">Jl. Dusun Karangploso RT 04 , Sitimulyo, Kec. Piyungan, Bantul, Daerah Istimewa Yogyakarta, Indonesia</span>",8,8
Losmen Melati,"<span itemprop=""address"">Mancingan 11 RT04, Parangtritis, Kretek Bantul</span>",10,10
Bahagia Sederhana Homestay,"<span itemprop=""address"">Jl. Kh. Hasyim Asyari, Mandingan, RT04, Ringinharjo, Kelurahan Bantul, Kec. Bantul, Bantul, Yogyakarta, Indonesia</span>",4,8
Omah View Sawah,"<span itemprop=""address"">Jl. Grogol No 32, RT 1 / RW 18, Kadipiro, Margodadi, Kec. Seyegan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",8,8
Homestay Banyumili,"<span itemprop=""address"">Kayugede RT 70 RW 34, Gerbosari, Samigaluh, Kulonprogo</span>",2,2
Hotel di Jogja,,0,0
Bina Karya Guesthouse,"<span itemprop=""address"">Ngelosari RT 01 Srimulyo Piyungan Bantul , Yogyakarta.</span>",12,12
Wisma Jip by Stayku,"<span itemprop=""address"">Jl. Kaliurang No.km.8, Gondangan, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",3,3
Homestay Sanggar Kajeng Muni,"<span itemprop=""address"">Krebet, RT 03, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",1,4
Homestay Arya Mangunan,"<span itemprop=""address"">Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",1,3
Singgahsini Rumah Putih Mlati Yogyakarta (Female Only),"<span itemprop=""address"">Jl. Siberut No.E36, Purwosari, Sinduadi, Mlati, Sleman, Daerah Istimewa Yogyakarta 55284</span>",2,6
Roemah Noni Macanan,"<span itemprop=""address"">Jl. Danurejan DN3/416, Bausasran, Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211</span>",16,64
Penginapan Salsa,"<span itemprop=""address"">Sebo, RT 77 RW 36 Sidoharjo, Samigaluh, Kulon Progo, Yogyakarta</span>",8,8
Griya Barokah,"<span itemprop=""address"">Kalongan, Maguwoharjo, Depok, Sleman, Yogyakarta, Indonesia</span>",4,12
Hotel Kampoeng Drini,"<span itemprop=""address"">Pantai Drini, Jl. Drini Timur, Desa Banjarrejo, Kelurahan Tanjungsari, Kab. Gunung Kidul, Yogyakarta, Indonesia</span>",32,128
Griya 90TR,"<span itemprop=""address"">Karanglo Baru Blok A-4 RT 7 / RW 32, Donoharjo, Ngaglik, Sleman, Yogyakarta, Indonesia</span>",8,8
OYO 1319 88 Exclusive Guesthouse,"<span itemprop=""address"">Jl. Kaliwaru No.83, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, DI Yogyakarta, Indonesia</span>",4,4
Simply Homy Guest House Jogokaryan,"<span itemprop=""address"">Jl. Jogokaryan No. 32D, RW 36, Mantrijeron, Yogyakarta, Indonesia</span>",2,4
Narti Homestay,"<span itemprop=""address"">Mangsan RT 5, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",8,8
VIVO A8U10 Mountain View,"<span itemprop=""address"">Jl. Seturan Raya No.1, Caturtunggal, Depok, Sleman, DI Yogyakarta, Indonesia</span>",1,2
Batik Trinidar Homestay,"<span itemprop=""address"">Jl. Dukuh Mantrijeron 1628 B, Gedongkiwo, Mantrijeron, Kota Yogyakarta, DI Yogyakarta, Indonesia</span>",6,6
Ki Agung In,"<span itemprop=""address"">Jl. Raya Bugisan Selatan No. 50, Jomegatan, Ngestiharjo, Bantul, Yogyakarta, DI Yogyakarta, Indonesia</span>",4,8
Simply Homy Guest House Bintaran,"<span itemprop=""address"">Jl. Bintaran Kidul No.26, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta</span>",2,4
Singgahsini Rien House Condongcatur Yogyakarta,"<span itemprop=""address"">Jl. Pringgodani No.15, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2,6
House of Holiday,"<span itemprop=""address"">Perumahan Mutiara Gading Regency, Jl. Nanggulan Sentolo, Donomulyo, Kec. Nanggulan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Griya Pamengkang 3,"<span itemprop=""address"">Jl. Namburan Kidul No. 71, Kel. Panembahan, Kec. Kraton, Yogyakarta, Indonesia</span>",0,0
Adelia Stay,"<span itemprop=""address"">Jl. Kadipiro, Grogol, Kadipiro, Margodadi, Kec. Seyegan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",8,8
Javanice Homestay by The Grand Java,"<span itemprop=""address"">Modinan RT.09, RW.21, Banyuraden, Gamping, Sleman, Yogyakarta, DI Yogyakarta, Indonesia</span>",3,6
Good Karma Yogyakarta,"<span itemprop=""address"">Jl. Timuran MG III / 100, Prawirotaman, Mergangsan, Yogyakarta,DI  Yogyakarta, Indonesia</span>",2,6
Omah Laras Homestay,"<span itemprop=""address"">Plono Barat RT 16 RW 08 Kulon Progo</span>",8,16
Tempuran Cikal Lake Resort,"<span itemprop=""address"">Cikal RT02, Srimulyo, Piyungan, Bantul, Yogyakarta Indonesia</span>",8,8
Losmen 2000 Tiga,"<span itemprop=""address"">Losmen Malioboro Dn I/168, Malioboro, Jalan Mataram, Jl. Sosrokusuman, Suryatmajan, Danurejan, Yogyakarta, Indonesia</span>",2,2
Larasati Homestay,"<span itemprop=""address"">Plono Timur, Pagerharjo, RT 20 RW 10, Samigaluh, Kulonprogo</span>",12,48
Homestay Hasta Aji,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",2,6
Arindra Homestay,"<span itemprop=""address"">Kedokan, Sidoharjo, Samigaluh, Kulon Progo</span>",6,24
D'Java Homestay Unit Babarsari by The Grand Java,"<span itemprop=""address"">Perumahan Taman Mutiara No. 9, Babarsari, Tambak Bayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Hotel di Jogja,,0,0
D'Java Homestay Unit Ambarrukmo 2 by The Grand Java,"<span itemprop=""address"">Jl. Temulawak No.1B, Rt 10 Rw 04, bakalan, Nologaten, Caturtunggal, Depok, Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Singgahsini Sulawesi Residence Mlati Sleman Yogyakarta,"<span itemprop=""address"">Jl. Sulawesi lII No. 9A, Purwosari, Sinduadi, Mlati, Sleman, Daerah Istimewa Yogyakarta 55281</span>",0,0
Magenta Guesthouse Syariah,"<span itemprop=""address"">Jl. Mawar, Magenta Residence Blok 2, Krodan, Maguwoharjo, Depok, Sleman, Yogyakarta, Indonesia</span>",2,4
Griyo Njero Kampung,"<span itemprop=""address"">Grogol, Kadipiro, Margodadi, Kec. Seyegan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",8,8
Homestay Family96,"<span itemprop=""address"">Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",1,3
Kinasih Homestay,"<span itemprop=""address"">Plono Barat RT 16 RW 08 Kulon Progo</span>",6,18
Losmen Alden,"<span itemprop=""address"">Mancingan, Pantai Parangtritis, Kretek</span>",12,12
Salma Homestay,"<span itemprop=""address"">Grogol RT2 / RW 18 Margodadi Seyegan Sleman Yogyakarta</span>",8,16
Tiga Dua Homestay,"<span itemprop=""address"">Jl. Pangeran Wirosobo No.32, Sorosutan, Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia</span>",9,18
RedDoorz near Ambarrukmo Plaza Mall,"<span itemprop=""address"">Jl. Perumnas No.30a, Tempel, Caturtunggal, Kec. Depok, Kabupaten Sleman, DI Yogyakarta, Indonesia</span>",3,3
Simply Homy Guest House UTY Jalan Kabupaten,"<span itemprop=""address"">Jl. Kabupaten Griya Nusa Permai No. 7, Sleman, Yogyakarta, Indonesia</span>",1,2
Simply Homy Guest House Pandega Bakti (UGM),"<span itemprop=""address"">Jl. Kaliurang KM. 5,6 Pandega Bakti No. 10, UGM, Yogyakarta, Indonesia</span>",1,2
OYO 1683 Hotel Musafira Syariah,"<span itemprop=""address"">Jl. Surokarsan No. 15, Gunungketur, Pakualaman, Kota Yogyakarta, Indonesia</span>",12,12
Griya Tembi,"<span itemprop=""address"">Desa Wisata Tembi, RT. 001, RW 01, Timbulharjo, Sewon, Bantul, Yogyakarta, Indonesia</span>",6,18
Lorong Homestay,"<span itemprop=""address"">JL.Nitiprayan, Dusun Jeblog, RT01, Tegal Kenanga, Tirtonirmolo, Kasihan, Bantul, DIY</span>",8,32
Hotel Wijaya 1 Kaliurang,"<span itemprop=""address"">Jl. Astomulyo No.59, Kaliurang, Jogjakarta</span>",3,12
Penginapan Pratama,"<span itemprop=""address"">Pantai Indrayanti, Jl. Pantai Selatan Jawa, Desa Tepus, Kecamatan Tepus, Gunung Kidul, Yogyakarta, Indonesia</span>",16,48
D'Java Homestay Unit Prawirotaman by The Grand Java,"<span itemprop=""address"">KP. Timuran Mg Timuran III/104C, Jl. Prawirotaman, Brontokusuman, Mergangsan, Yogyakarta, Indonesia</span>",2,8
Gunung Kucing Hospiz,"<span itemprop=""address"">Ngijo RT 03 Srimulyo Piyungan Bantul.</span>",2,2
OYO 3468 Ndalem Gusti Ayu,"<span itemprop=""address"">Jl. Jemb. Merah No.116, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283</span>",12,12
Wisma Lee A Lee,"<span itemprop=""address"">Jl. Jambu Mangli 1 no. 44 Jambon, RT 02/RW021, Trihanggo, Gamping, Sleman, Yogyakarta</span>",5,20
OYO 2098 Homestay KK,"<span itemprop=""address"">Jl. Mahameru No.2, Ngabean Wetan, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281</span>",8,8
Omah Sumur,"<span itemprop=""address"">Jl. Suryatmajan, No. 003, RT 028 RW 10, Suryatmajan, Danurejan, Yogyakarta, Indonesia</span>",1,3
OYO 3220 Kost Putri Exclusive 272,"<span itemprop=""address"">Caturtunggal, Depok, Sleman, Daerah Istimewa Yogyakarta, 55221, Indonesia</span>",4,4
Gini Homestay,"<span itemprop=""address"">Jayan RT 1, Kebon Agung, Imogiri, Kec. Bantul, Bantul, Daerah Istimewa Yogyakarta </span>",8,24
Suryosukoco Homestay,"<span itemprop=""address"">Jl. Babarsari, Komp. Yadara, Blok I / 12A, Caturtunggal, Depok, Yogyakarta, Indonesia</span>",1,2
Apartemen Jowo Kluthuk at Mataram City Yogyakarta,"<span itemprop=""address"">Jl. Palagan Tentara Pelajar KM7, RW 7 Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581</span>",1,3
Omah Laras 2 Homestay,"<span itemprop=""address"">""Plono Barat, Pagerharjo, RT 16 RW 08 Kulon Progo	""</span>",2,6
Pak Pur Homestay,"<span itemprop=""address"">Jl. Jogonalan Kidul No. 60, Komplek Timur Madukismo, Bantul, Yogyakarta, Indonesia</span>",16,16
Graha Vege Jawi Syariah,"<span itemprop=""address"">Jl. Turonggo No. 125, Sorowajan Banguntapan, Bantul, DI Yogyakarta, Indonesia</span>",0,0
Hotel di Jogja,,0,0
Hotel Tirta Sanita Yogyakarta,"<span itemprop=""address"">Jl. Pramuka No. 30 Kel. Pandeyan Umbul Harjo, Yogyakarta</span>",2,2
Homestay Sanggar Mahameru,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",2,6
Griya Batik D'santoso,"<span itemprop=""address"">Gg. Irawan 2 No. 25, Bantulan, Sidoarum, Kec. Godean, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",12,36
Hotel Puspita,"<span itemprop=""address"">Jl. Mayjend Sutoyo No.64, Mantrijeron</span>",6,18
Oriana Homestay Near Alun Alun Kidul,"<span itemprop=""address"">Jl. Suryodiningratan 2 No. 728 D, Kel. Suryodiningratan, Kec. Mantrijeron, Yogyakarta, Indonesia</span>",3,6
Aren Homestay,"<span itemprop=""address"">Nglinggo Timur RT 14/RW 28, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",4,8
OYO 3144 Ndalem Amandari,"<span itemprop=""address"">Jl. Arum Dalu, Catur Tunggal, Depok, Sleman, Daerah Istimewa Yogyakarta, 55281, Indonesia, Yogyakarta</span>",4,16
The Edwin Syariah,"<span itemprop=""address"">Jl. Soboman No.482, Sanggrahan, Ngestiharjo, Kasihan, Bantul, DI Yogyakarta, Indonesia</span>",0,0
Hotel Paraksari,"<span itemprop=""address"">Jl. Kaliurang KM.17,5, Pakembinangun, Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2,4
Green Leaf Guest House,"<span itemprop=""address"">Gang Nakula No. 67 Caturtunggal, Sleman, Yogyakarta, DI Yogyakarta, Indonesia</span>",3,6
OYO 409 Pondok Helomi,"<span itemprop=""address"">412, Jl. Raya Tajem, Denokan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Yogyakarta</span>",1,1
OYO 1718 Homestay Wak Gobenk,"<span itemprop=""address"">Jl. Dworowati, Wedomartani, Ngemplak, Sleman Regency Special Region of Yogyakarta, 55584</span>",4,4
Habibi Homestay Syariah,"<span itemprop=""address"">Jl. Santan GG III No. 38 B RT 10 RW 29 Maguwoharjo, Depok, Sleman, Yogyakarta, Indonesia</span>",2,4
Villa Banana Leaf,"<span itemprop=""address"">Jl. Wijaya Kusuma No.44, Kutu Dukuh, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",0,0
Omah Bugisan by The Grand Java,"<span itemprop=""address"">Jl. Antareja DK VII RT.11 RW.22, Jomegatan, Ngestiharjo, Kasihan, Yogyakarta, Indonesia</span>",1,2
Losmen Tut Wuri 2,"<span itemprop=""address"">Mancingan, RT 02, RW 11, Parangkusumo, Parangtritis, Kretek, Bantul, Daerah Istimewa Yogyakarta</span>",2,8
Griya Inap Moeslem Kemala Seturan,"<span itemprop=""address"">Jl. Selokan Mataram Seturan No. 15B, Sleman, Yogyakarta, Indonesia</span>",2,4
Homestay Ayu Ganesha Syariah Jogja,"<span itemprop=""address"">Jl. Astamulya RT 004 RW 013 Samping Utara Gudeg Yu Djum Kaliurang, Hargobinangun, Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Hotel Madani Syariah Jogja,"<span itemprop=""address"">Jalan Cantel Baru No.1A, Kecamatan Umbulharjo, Kota Yogyakarta</span>",2,4
Ndalem Timoho,"<span itemprop=""address"">Located in Ndalem Timoho, Jl. Kusuma Gg. IV No. 904, Baciro, Gondokusuman, Yogyakarta 55225, Indonesia</span>",4,4
Losmen Kinasih Puncak & Gazebo Pandang,"<span itemprop=""address"">MANCINGAN XI RT 7 PARANGTRITIS KRETEK BANTUL YOGYAKARTA</span>",48,48
Jenak Homestay,"<span itemprop=""address"">Jl. Tino Sidin, Sonosewu, Ngestiharjo, kec. Kasihan, Bantul, Yogyakarta</span>",4,8
Syariah Paris,"<span itemprop=""address"">Ruko Perwita Regency, Blok A No. 2, Jl. Parangtritis Km 3,5, Randubelang, Bangunharjo, Kec. Sewon, Bantul, Daerah Istimewa Yogyakarta, Indonesia</span>",1,1
Omah Lila Homestay by The Grand Java,"<span itemprop=""address"">Jl. Parangtritis Km. 8,5, Degan, Timbulharjo, Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta, Indonesia</span>",2,4
Pondok Manggolo,"<span itemprop=""address"">Jl. Kemetiran Kidul No. 65, Pringgokusuman, Yogyakarta, DI Yogyakarta, Indonesia</span>",1,2
Namira Hotel Syariah,"<span itemprop=""address"">Jl. Magelang Km.4,5, Sinduadi, Mlati, Kutu Asem, Sendangadi, Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",0,0
Kalegandua,"<span itemprop=""address"">Banteng, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",16,16
Homestay Joyo,"<span itemprop=""address"">Cempuk, Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",2,6
OYO 90354 Ndalem Sabine Syariah,"<span itemprop=""address"">Jl. Sitimulyo RW.1, Somokatu, Sitimulyo, Kec. Piyungan, Bantul, Daerah Istimewa Yogyakarta 55792</span>",12,12
KoolKost @ Prawirotaman Area,"<span itemprop=""address"">Jl. Prawirotaman I, Timuran No.562, Brontokusuman, Mergangsan, Kota Yogyakarta, DI Yogyakarta</span>",4,8
Hotel di Jogja,,0,0
Awangga Residence,"<span itemprop=""address"">Komplex Colombo 48 (depan SMA Kolombo), Caturtunggal, Depok, Sleman, Yogyakarta</span>",1,4
Kumoro Homestay,"<span itemprop=""address"">Nglinggo Barat RT 25/RW 13, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",8,8
Omah Teras Bata Guesthouse,"<span itemprop=""address"">Dusun Tirto RT 03, Bangunjiwo, Kasihan, Bantul</span>",4,8
Hotel Tiger Yogyakarta,"<span itemprop=""address"">Jl. Solo Km. 8, Gang KH. Muhdi, Nayan, Depok, Nayan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",24,48
Homestay Sidodadi,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",7,28
Mutia Homestay,"<span itemprop=""address"">Grogol RT2 / RW 18 Margodadi Seyegan Sleman Yogyakarta</span>",8,24
RedDoorz near Jombor Bus Station,"<span itemprop=""address"">Mlati Glondong No. 75, RT.03 / RW.19, Jongke Tengah, Sendangadi, Yogyakarta, Bantul, DI Yogyakarta, Indonesia</span>",3,3
Simply Homy Guest House Gembiraloka,"<span itemprop=""address"">Jl. Umbul III, Umbulharjo, Yogyakarta, Indonesia</span>",1,2
OYO 1061 Aliya Homestay,"<span itemprop=""address"">Jl. Jagung No.21, Semaki, Kec. Umbulharjo, Kota Yogyakarta, DI Yogyakarta, Indonesia</span>",4,8
OYO 3223 Jy Homestay,"<span itemprop=""address"">Jl. Inspeksi Selokan Mataram, Purwomartani, Kalasan, Sleman, Yogyakarta, Indonesia, 55282</span>",4,4
Gerbang Banyu Langit Cottage,"<span itemprop=""address"">Jl. Bintaran Kulon RT 06, Bantaran Kulon, Srimulyo, Kec. Piyungan, Bantul</span>",8,8
Andesta Homestay,"<span itemprop=""address"">Tangkil, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",4,8
Penginapan Tasya,"<span itemprop=""address"">Sebo, RT 78 RW 36 Sidoharjo, Samigaluh, Kulon Progo, Yogyakarta</span>",8,8
OYO 722 Uno Guesthouse,"<span itemprop=""address"">Jl. Timbulrejo, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282, Indonesia, Yogyakarta</span>",4,4
Nextdoor Nature,"<span itemprop=""address"">Jl. Karangjati RT.07, Gendeng, Bangunjiwo, Kec. Kasihan, Bantul, Daerah Istimewa Yogyakarta 55184</span>",2,4
Penginapan Galuh,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta </span>",8,8
