nama_hotel,alamat_hotel,jumlah_kamar
OYO 2047 Opak Village Bed & Breakfast Near RSUD Bantul,"<span itemprop=""address"">Jl.Imogiri Barat Km 13, Dusun No.Rt 03, Bungas, Sumberagung, Kec. Jetis, Bantul, Daerah Istimewa Yogyakarta</span>",13
Homestay Ponijo,"<span itemprop=""address"">Cempuk, Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta </span>",3
Hotel di Jogja,,1
OYO 3562 Pondok Inspirasi Minggir,"<span itemprop=""address"">Jl. Daratan 3, Daratan I, Sendangarum, Kec. Minggir, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55562</span>",5
Pangol Hill Camp Center,"<span itemprop=""address"">Payak Tengah RT 02,Srimulyo Piyungan,Bantul, DIY</span>",9
Penginapan Pendopo Kasih,"<span itemprop=""address"">Jl. Karangsari-Manyaran, Ngasem, Rejosari, Semin, Gunung Kidul, Yogyakarta, Indonesia</span>",17
Hotel Fevytra Syariah Yogyakarta,"<span itemprop=""address"">Jl. Prof Dr Soepomo SH 1060, Umbulharjo, DI Yogyakarta, Indonesia</span>",3
Enggar Homestay,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",5
Hotel Widodo 3,"<span itemprop=""address"">Jl. Parangtritis, Kretek, Bantul DIY</span>",33
Mayza Homestay,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",5
Hotel Prambanan Malioboro,"<span itemprop=""address"">Jl. Sosrokusuman No.111, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia</span>",9
Griya Ndelik,"<span itemprop=""address"">Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",3
Dewisri Homestay,"<span itemprop=""address"">Jl. Krebet, Sindangsari, Pajangan, Bantul, Yogyakarta, Indonesia</span>",17
Olivia Residence,"<span itemprop=""address"">Nglinggo Timur RT 27 RW 14, Pagerharjo, Samigaluh</span>",11
Arjuna 31 Homestay,"<span itemprop=""address"">Jl. Arjuna No. 31, Wirobrajan, Yogyakarta, Indonesia</span>",3
Griya Pamengkang 2 - Colonial House,"<span itemprop=""address"">Jl. Namburan Kidul No. 71, Kel. Panembahan, Kec. Kraton, Yogyakarta, Indonesia</span>",1
Homestay Joglo Sudiatmojo,"<span itemprop=""address"">Mangsan RT 5, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",5
Taman Nggirli Camping & Play Ground,"<span itemprop=""address"">Cikal RT02, SRIMULYO, piyungan, Bantul, Yogyakarta Indonesia</span>",9
Ndalem Sarodjan,"<span itemprop=""address"">Grogol RT2 / RW 18 Margodadi Seyegan Sleman Yogyakarta</span>",9
Renaya Griya Guesthouse,"<span itemprop=""address"">Jl. Pakel Baru Selatan No.13C, Sorosutan, Umbulharjo, Yogyakarta, Indonesia</span>",3
OYO 2061 Rizki Dhira Guest House Syariah,"<span itemprop=""address"">Jl. Sukun No.12, Ngringin, Condongcatur, Kec. Depok, Yogyakarta, 55281 Yogyakarta, Indonesia</span>",13
Alissa Motel,"<span itemprop=""address"">Jl. Dusun Karangploso RT 04 , Sitimulyo, Kec. Piyungan, Bantul, Daerah Istimewa Yogyakarta, Indonesia</span>",9
Losmen Melati,"<span itemprop=""address"">Mancingan 11 RT04, Parangtritis, Kretek Bantul</span>",11
Bahagia Sederhana Homestay,"<span itemprop=""address"">Jl. Kh. Hasyim Asyari, Mandingan, RT04, Ringinharjo, Kelurahan Bantul, Kec. Bantul, Bantul, Yogyakarta, Indonesia</span>",5
Omah View Sawah,"<span itemprop=""address"">Jl. Grogol No 32, RT 1 / RW 18, Kadipiro, Margodadi, Kec. Seyegan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",9
Homestay Banyumili,"<span itemprop=""address"">Kayugede RT 70 RW 34, Gerbosari, Samigaluh, Kulonprogo</span>",3
Primadona Homestay,"<span itemprop=""address"">Jl. Kaliurang Km. 23, Banteng, Hargobinangun, Pakem, Sleman, Yogyakarta, Indonesia</span>",17
Bina Karya Guesthouse,"<span itemprop=""address"">Ngelosari RT 01 Srimulyo Piyungan Bantul , Yogyakarta.</span>",7
Homestay Sanggar Kajeng Muni,"<span itemprop=""address"">Krebet, RT 03, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",2
Homestay Arya Mangunan,"<span itemprop=""address"">Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",2
Singgahsini Rumah Putih Mlati Yogyakarta (Female Only),"<span itemprop=""address"">Jl. Siberut No.E36, Purwosari, Sinduadi, Mlati, Sleman, Daerah Istimewa Yogyakarta 55284</span>",3
Roemah Noni Macanan,"<span itemprop=""address"">Jl. Danurejan DN3/416, Bausasran, Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211</span>",17
Hotel Gandung,"<span itemprop=""address"">Parangtritis, Kretek, Pantai, Parangtritis, Kec. Kretek, Bantul, DI Yogyakarta, Indonesia</span>",41
Hotel di Jogja,,1
Penginapan Salsa,"<span itemprop=""address"">Sebo, RT 77 RW 36 Sidoharjo, Samigaluh, Kulon Progo, Yogyakarta</span>",9
Griya Barokah,"<span itemprop=""address"">Kalongan, Maguwoharjo, Depok, Sleman, Yogyakarta, Indonesia</span>",5
Homestay Yogyakarta Aqila,"<span itemprop=""address"">Jl. Nusa Indah (Candi Gebang) No. 233C, Depok, Condong Catur, Sleman Yogyakarta, Indonesia</span>",1
Hotel Kampoeng Drini,"<span itemprop=""address"">Pantai Drini, Jl. Drini Timur, Desa Banjarrejo, Kelurahan Tanjungsari, Kab. Gunung Kidul, Yogyakarta, Indonesia</span>",33
Griya 90TR,"<span itemprop=""address"">Karanglo Baru Blok A-4 RT 7 / RW 32, Donoharjo, Ngaglik, Sleman, Yogyakarta, Indonesia</span>",9
OYO 1319 88 Exclusive Guesthouse,"<span itemprop=""address"">Jl. Kaliwaru No.83, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, DI Yogyakarta, Indonesia</span>",5
OYO 2311 C9 Exclusive,"<span itemprop=""address"">Jl. Kaliurang Km.5, Karangwuni C9</span>",5
Simply Homy Guest House Jogokaryan,"<span itemprop=""address"">Jl. Jogokaryan No. 32D, RW 36, Mantrijeron, Yogyakarta, Indonesia</span>",3
Narti Homestay,"<span itemprop=""address"">Mangsan RT 5, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",9
VIVO A8U10 Mountain View,"<span itemprop=""address"">Jl. Seturan Raya No.1, Caturtunggal, Depok, Sleman, DI Yogyakarta, Indonesia</span>",2
Batik Trinidar Homestay,"<span itemprop=""address"">Jl. Dukuh Mantrijeron 1628 B, Gedongkiwo, Mantrijeron, Kota Yogyakarta, DI Yogyakarta, Indonesia</span>",7
Ki Agung In,"<span itemprop=""address"">Jl. Raya Bugisan Selatan No. 50, Jomegatan, Ngestiharjo, Bantul, Yogyakarta, DI Yogyakarta, Indonesia</span>",4
Simply Homy Guest House Bintaran,"<span itemprop=""address"">Jl. Bintaran Kidul No.26, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta</span>",3
Singgahsini Rien House Condongcatur Yogyakarta,"<span itemprop=""address"">Jl. Pringgodani No.15, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",3
House of Holiday,"<span itemprop=""address"">Perumahan Mutiara Gading Regency, Jl. Nanggulan Sentolo, Donomulyo, Kec. Nanggulan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta, Indonesia</span>",2
Simply Homy Guest House Wirosaban,"<span itemprop=""address""> Jl. Wirosaban Barat Kav. 5, Yogyakarta</span>",2
Griya Pamengkang 3,"<span itemprop=""address"">Jl. Namburan Kidul No. 71, Kel. Panembahan, Kec. Kraton, Yogyakarta, Indonesia</span>",1
Adelia Stay,"<span itemprop=""address"">Jl. Kadipiro, Grogol, Kadipiro, Margodadi, Kec. Seyegan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",9
Good Karma Yogyakarta,"<span itemprop=""address"">Jl. Timuran MG III / 100, Prawirotaman, Mergangsan, Yogyakarta,DI  Yogyakarta, Indonesia</span>",3
Omah Laras Homestay,"<span itemprop=""address"">Plono Barat RT 16 RW 08 Kulon Progo</span>",9
Tempuran Cikal Lake Resort,"<span itemprop=""address"">Cikal RT02, Srimulyo, Piyungan, Bantul, Yogyakarta Indonesia</span>",9
Homestay Devia,"<span itemprop=""address"">Krebet, RT 03, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",9
Losmen 2000 Tiga,"<span itemprop=""address"">Losmen Malioboro Dn I/168, Malioboro, Jalan Mataram, Jl. Sosrokusuman, Suryatmajan, Danurejan, Yogyakarta, Indonesia</span>",3
Larasati Homestay,"<span itemprop=""address"">Plono Timur, Pagerharjo, RT 20 RW 10, Samigaluh, Kulonprogo</span>",13
Homestay Hasta Aji,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",3
Arindra Homestay,"<span itemprop=""address"">Kedokan, Sidoharjo, Samigaluh, Kulon Progo</span>",7
D'Java Homestay Unit Babarsari by The Grand Java,"<span itemprop=""address"">Perumahan Taman Mutiara No. 9, Babarsari, Tambak Bayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2
Homestay An-Nur,"<span itemprop=""address"">Karangasem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",5
Singgahsini Sulawesi Residence Mlati Sleman Yogyakarta,"<span itemprop=""address"">Jl. Sulawesi lII No. 9A, Purwosari, Sinduadi, Mlati, Sleman, Daerah Istimewa Yogyakarta 55281</span>",1
Magenta Guesthouse Syariah,"<span itemprop=""address"">Jl. Mawar, Magenta Residence Blok 2, Krodan, Maguwoharjo, Depok, Sleman, Yogyakarta, Indonesia</span>",3
Hotel di Jogja,,1
Homestay Family96,"<span itemprop=""address"">Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",2
Kinasih Homestay,"<span itemprop=""address"">Plono Barat RT 16 RW 08 Kulon Progo</span>",7
Losmen Alden,"<span itemprop=""address"">Mancingan, Pantai Parangtritis, Kretek</span>",13
Salma Homestay,"<span itemprop=""address"">Grogol RT2 / RW 18 Margodadi Seyegan Sleman Yogyakarta</span>",9
Tiga Dua Homestay,"<span itemprop=""address"">Jl. Pangeran Wirosobo No.32, Sorosutan, Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia</span>",10
Simply Homy Guest House UTY Jalan Kabupaten,"<span itemprop=""address"">Jl. Kabupaten Griya Nusa Permai No. 7, Sleman, Yogyakarta, Indonesia</span>",3
Simply Homy Guest House Pandega Bakti (UGM),"<span itemprop=""address"">Jl. Kaliurang KM. 5,6 Pandega Bakti No. 10, UGM, Yogyakarta, Indonesia</span>",2
OYO 1683 Hotel Musafira Syariah,"<span itemprop=""address"">Jl. Surokarsan No. 15, Gunungketur, Pakualaman, Kota Yogyakarta, Indonesia</span>",13
Griya Tembi,"<span itemprop=""address"">Desa Wisata Tembi, RT. 001, RW 01, Timbulharjo, Sewon, Bantul, Yogyakarta, Indonesia</span>",7
Lorong Homestay,"<span itemprop=""address"">JL.Nitiprayan, Dusun Jeblog, RT01, Tegal Kenanga, Tirtonirmolo, Kasihan, Bantul, DIY</span>",9
Hotel Wijaya 1 Kaliurang,"<span itemprop=""address"">Jl. Astomulyo No.59, Kaliurang, Jogjakarta</span>",2
Penginapan Pratama,"<span itemprop=""address"">Pantai Indrayanti, Jl. Pantai Selatan Jawa, Desa Tepus, Kecamatan Tepus, Gunung Kidul, Yogyakarta, Indonesia</span>",17
D'Java Homestay Unit Prawirotaman by The Grand Java,"<span itemprop=""address"">KP. Timuran Mg Timuran III/104C, Jl. Prawirotaman, Brontokusuman, Mergangsan, Yogyakarta, Indonesia</span>",3
Gunung Kucing Hospiz,"<span itemprop=""address"">Ngijo RT 03 Srimulyo Piyungan Bantul.</span>",3
OYO 3468 Ndalem Gusti Ayu,"<span itemprop=""address"">Jl. Jemb. Merah No.116, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283</span>",13
Wisma Lee A Lee,"<span itemprop=""address"">Jl. Jambu Mangli 1 no. 44 Jambon, RT 02/RW021, Trihanggo, Gamping, Sleman, Yogyakarta</span>",6
OYO 2098 Homestay KK,"<span itemprop=""address"">Jl. Mahameru No.2, Ngabean Wetan, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281</span>",9
Omah Sumur,"<span itemprop=""address"">Jl. Suryatmajan, No. 003, RT 028 RW 10, Suryatmajan, Danurejan, Yogyakarta, Indonesia</span>",2
OYO 3220 Kost Putri Exclusive 272,"<span itemprop=""address"">Caturtunggal, Depok, Sleman, Daerah Istimewa Yogyakarta, 55221, Indonesia</span>",5
Gini Homestay,"<span itemprop=""address"">Jayan RT 1, Kebon Agung, Imogiri, Kec. Bantul, Bantul, Daerah Istimewa Yogyakarta </span>",9
Apartemen Jowo Kluthuk at Mataram City Yogyakarta,"<span itemprop=""address"">Jl. Palagan Tentara Pelajar KM7, RW 7 Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581</span>",2
Omah Laras 2 Homestay,"<span itemprop=""address"">""Plono Barat, Pagerharjo, RT 16 RW 08 Kulon Progo	""</span>",3
Pak Pur Homestay,"<span itemprop=""address"">Jl. Jogonalan Kidul No. 60, Komplek Timur Madukismo, Bantul, Yogyakarta, Indonesia</span>",17
Graha Vege Jawi Syariah,"<span itemprop=""address"">Jl. Turonggo No. 125, Sorowajan Banguntapan, Bantul, DI Yogyakarta, Indonesia</span>",1
Hotel Tirta Sanita Yogyakarta,"<span itemprop=""address"">Jl. Pramuka No. 30 Kel. Pandeyan Umbul Harjo, Yogyakarta</span>",5
Homestay Sanggar Mahameru,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",3
Griya Batik D'santoso,"<span itemprop=""address"">Gg. Irawan 2 No. 25, Bantulan, Sidoarum, Kec. Godean, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",13
Homestay Lentera Putra,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",5
Hotel Puspita,"<span itemprop=""address"">Jl. Mayjend Sutoyo No.64, Mantrijeron</span>",7
Homestay Wanajaya,"<span itemprop=""address"">Jl. Margo Mulyo, Muntuk, Dlingo, Bantul, Yogyakarta</span>",5
Hotel di Jogja,,1
Oriana Homestay Near Alun Alun Kidul,"<span itemprop=""address"">Jl. Suryodiningratan 2 No. 728 D, Kel. Suryodiningratan, Kec. Mantrijeron, Yogyakarta, Indonesia</span>",4
Aren Homestay,"<span itemprop=""address"">Nglinggo Timur RT 14/RW 28, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",5
OYO 3144 Ndalem Amandari,"<span itemprop=""address"">Jl. Arum Dalu, Catur Tunggal, Depok, Sleman, Daerah Istimewa Yogyakarta, 55281, Indonesia, Yogyakarta</span>",5
Hotel Paraksari,"<span itemprop=""address"">Jl. Kaliurang KM.17,5, Pakembinangun, Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",3
Green Leaf Guest House,"<span itemprop=""address"">Gang Nakula No. 67 Caturtunggal, Sleman, Yogyakarta, DI Yogyakarta, Indonesia</span>",4
OYO 409 Pondok Helomi,"<span itemprop=""address"">412, Jl. Raya Tajem, Denokan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Yogyakarta</span>",2
OYO 1718 Homestay Wak Gobenk,"<span itemprop=""address"">Jl. Dworowati, Wedomartani, Ngemplak, Sleman Regency Special Region of Yogyakarta, 55584</span>",5
Simply Homy Guest House Villa Bantul,"<span itemprop=""address"">Grand Bale Home Resort, Bangunjiwo, Kasihan, Bantul, Yogyakarta, Indonesia</span>",3
Habibi Homestay Syariah,"<span itemprop=""address"">Jl. Santan GG III No. 38 B RT 10 RW 29 Maguwoharjo, Depok, Sleman, Yogyakarta, Indonesia</span>",3
Puri Brata,"<span itemprop=""address"">Jl. Samas Kuwaru Senden, Gadingharjo, Bantul, Yogyakarta, Indonesia</span>",3
Villa Banana Leaf,"<span itemprop=""address"">Jl. Wijaya Kusuma No.44, Kutu Dukuh, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",1
Losmen Tut Wuri 2,"<span itemprop=""address"">Mancingan, RT 02, RW 11, Parangkusumo, Parangtritis, Kretek, Bantul, Daerah Istimewa Yogyakarta</span>",3
Griya Inap Moeslem Kemala Seturan,"<span itemprop=""address"">Jl. Selokan Mataram Seturan No. 15B, Sleman, Yogyakarta, Indonesia</span>",3
Homestay Ayu Ganesha Syariah Jogja,"<span itemprop=""address"">Jl. Astamulya RT 004 RW 013 Samping Utara Gudeg Yu Djum Kaliurang, Hargobinangun, Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2
Hotel Madani Syariah Jogja,"<span itemprop=""address"">Jalan Cantel Baru No.1A, Kecamatan Umbulharjo, Kota Yogyakarta</span>",3
Ndalem Timoho,"<span itemprop=""address"">Located in Ndalem Timoho, Jl. Kusuma Gg. IV No. 904, Baciro, Gondokusuman, Yogyakarta 55225, Indonesia</span>",5
Losmen Kinasih Puncak & Gazebo Pandang,"<span itemprop=""address"">MANCINGAN XI RT 7 PARANGTRITIS KRETEK BANTUL YOGYAKARTA</span>",49
Jenak Homestay,"<span itemprop=""address"">Jl. Tino Sidin, Sonosewu, Ngestiharjo, kec. Kasihan, Bantul, Yogyakarta</span>",5
Syariah Paris,"<span itemprop=""address"">Ruko Perwita Regency, Blok A No. 2, Jl. Parangtritis Km 3,5, Randubelang, Bangunharjo, Kec. Sewon, Bantul, Daerah Istimewa Yogyakarta, Indonesia</span>",2
Pondok Manggolo,"<span itemprop=""address"">Jl. Kemetiran Kidul No. 65, Pringgokusuman, Yogyakarta, DI Yogyakarta, Indonesia</span>",6
Namira Hotel Syariah,"<span itemprop=""address"">Jl. Magelang Km.4,5, Sinduadi, Mlati, Kutu Asem, Sendangadi, Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",1
Kalegandua,"<span itemprop=""address"">Banteng, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",17
Homestay Joyo,"<span itemprop=""address"">Cempuk, Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",3
OYO 90354 Ndalem Sabine Syariah,"<span itemprop=""address"">Jl. Sitimulyo RW.1, Somokatu, Sitimulyo, Kec. Piyungan, Bantul, Daerah Istimewa Yogyakarta 55792</span>",13
Awangga Residence,"<span itemprop=""address"">Komplex Colombo 48 (depan SMA Kolombo), Caturtunggal, Depok, Sleman, Yogyakarta</span>",2
Kumoro Homestay,"<span itemprop=""address"">Nglinggo Barat RT 25/RW 13, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",9
Hotel Tiger Yogyakarta,"<span itemprop=""address"">Jl. Solo Km. 8, Gang KH. Muhdi, Nayan, Depok, Nayan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",25
Homestay Sidodadi,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",8
Mutia Homestay,"<span itemprop=""address"">Grogol RT2 / RW 18 Margodadi Seyegan Sleman Yogyakarta</span>",9
RedDoorz near Jombor Bus Station,"<span itemprop=""address"">Mlati Glondong No. 75, RT.03 / RW.19, Jongke Tengah, Sendangadi, Yogyakarta, Bantul, DI Yogyakarta, Indonesia</span>",4
Hotel di Jogja,,1
Simply Homy Guest House Gembiraloka,"<span itemprop=""address"">Jl. Umbul III, Umbulharjo, Yogyakarta, Indonesia</span>",2
OYO 1061 Aliya Homestay,"<span itemprop=""address"">Jl. Jagung No.21, Semaki, Kec. Umbulharjo, Kota Yogyakarta, DI Yogyakarta, Indonesia</span>",5
OYO 3223 Jy Homestay,"<span itemprop=""address"">Jl. Inspeksi Selokan Mataram, Purwomartani, Kalasan, Sleman, Yogyakarta, Indonesia, 55282</span>",5
Gerbang Banyu Langit Cottage,"<span itemprop=""address"">Jl. Bintaran Kulon RT 06, Bantaran Kulon, Srimulyo, Kec. Piyungan, Bantul</span>",9
Andesta Homestay,"<span itemprop=""address"">Tangkil, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",5
Penginapan Tasya,"<span itemprop=""address"">Sebo, RT 78 RW 36 Sidoharjo, Samigaluh, Kulon Progo, Yogyakarta</span>",9
OYO 722 Uno Guesthouse,"<span itemprop=""address"">Jl. Timbulrejo, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282, Indonesia, Yogyakarta</span>",5
Penginapan Galuh,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta </span>",9
Pondok Krebet,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta </span>",5
OYO 1650 Griya Joglo Homestay,"<span itemprop=""address"">Jl. Kaliurang Km 7,8, Jl. Raya Banteng 3</span>",9
RedDoorz Syariah near Jogja City Mall 2,"<span itemprop=""address"">Jl. Jati Pratama No.269, Karang Jati Sinduadi, Mlati, Sleman, DI Yogyakarta , Indonesia</span>",5
Adji Homestay,"<span itemprop=""address"">Karang Asem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",5
Villa Pohon,"<span itemprop=""address"">Jl. Godean - Seyegan, Margoluwih, Seyegan, Kabupaten Sleman, Yogyakarta, Indonesia</span>",2
Pendowo Huis Guesthouse,"<span itemprop=""address"">Jl. Affandi Gang Bromo No. 9B Rt. 04 Rw. 02, Caturtunggal, Depok, Sleman, Yogyakarta, Indonesia</span>",2
Omah Sorsawo Homestay,"<span itemprop=""address"">Jl.Taman Siswa Joyonegaran, MG 2 No. 893, Wirogunan, Mergangsan, Yogyakarta, Indonesia</span>",3
Cassa Mia Villa 1,"<span itemprop=""address"">Jl. Demak No. 5, Karang Wetan, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",7
Homestay Pojok,"<span itemprop=""address"">Ngemplak RT 12 RW 06, Pagerharjo, Samigaluh, Kulonprogo</span>",4
Kus Homestay,"<span itemprop=""address"">Nglinggo Barat RT 25/RW 13, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",9
Homestay Damandiri Prambanan,"<span itemprop=""address"">Jl. Karangmojo, RT 001 / RW 01, Karangmojo, Prambanan, Sleman, Yogyakarta, Indonesia</span>",9
Embe Enem Homestay,"<span itemprop=""address"">Jl. Mrican Baru No. 6, Caturtunggal, Depok, Kab. Sleman, DI Yogyakarta, Indonesia</span>",17
Homestay Putu Popon,"<span itemprop=""address"">Negeri di atas awan, Kanigoro, Mangunan, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",5
Rosella Cottage Yogyakarta,"<span itemprop=""address"">Jl. Kabupaten Km. 3,5 Trihanggo Gamping</span>",4
Habitat@Uttara Yogyakarta,"<span itemprop=""address"">Jalan Kaliurang KM 5,5 Depok, Sleman</span>",1
D'House of Gembala,"<span itemprop=""address"">Jl. Sawah Joglo No.15, Lojajar, Sinduharjo, Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",1
3 Bedroom at Omah Prapen,"<span itemprop=""address"">Gg. Sadewo, Jagalan, Banguntapan, Bantul, Daerah Istimewa Yogyakarta </span>",2
Comfort Room at Sundak Indah Homestay,"<span itemprop=""address"">Pantai Sundak, Pule Gundes 1, sidoharjo tepus </span>",3
Cozy Apartment Style near Airport at Terate,"<span itemprop=""address"">Jl. Mujaer No.31, RT.5 / RW.9, Pugeran, Maguwoharjo</span>",2
Spacious Room at Londres Bed and Breakfast Jogja,"<span itemprop=""address"">Jl. Babaran No. 71, Umbulharjo, Yogyakarta</span>",5
Harvest,"<span itemprop=""address"">Jalan Sorowajan Baru Gang Sindoro 297A</span>",3
Ridhomas Hotel,"<span itemprop=""address"">Jalan Sosrowijayan Wetan GT1 No. 86 Sosromenduran, Gedong Tengen</span>",3
Hotel di Jogja,,1
Glory Homestay,"<span itemprop=""address"">Jalan Timuran No. 85 Mergangsan Brontokusuman, Yogyakarta</span>",4
Jasmine Residence (Female Only),"<span itemprop=""address"">Jl. Raya Banteng 3 Gang Sadewa No. 6C </span>",2
Simply Homy Guest House Malioboro 3,"<span itemprop=""address"">Jl. Bintaran Kidul No.26 Wirogunan, Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta</span>",2
3 Bedroom at The Residence B9 Jogja,"<span itemprop=""address"">Jl. Wates Km. 5.5, Ambarketawang, Gamping, Sleman Regency, Special Region of Yogyakarta </span>",2
Chic Room at Summergrass Bed & Breakfast,"<span itemprop=""address"">Jl. Salakan 122, Bangunharjo, Sewon, Bantul</span>",2
HOME 88,"<span itemprop=""address"">Jalan Kaliurang km. 9,5 No. 88, Gondangan, Sardonoharjo, Ngaglik, Sleman</span>",6
Alamo Homestay Damai Syariah,"<span itemprop=""address"">Jl. Damai no. 10A, Sleman</span>",2
Omah Guyub,"<span itemprop=""address"">Jomegatan 350 RT.11 Ngestiharjo, Kasihan</span>",2
Cozy Room at Allota Homestay II,"<span itemprop=""address"">Jalan Manyar No.02, Demangan Baru</span>",2
Omah Awang,"<span itemprop=""address"">Jalan Ahmad Wahid No 236 Ngentak Banguntapan Bantul, Barat Rumah Makan Mataram Indah</span>",5
Waithozz,"<span itemprop=""address"">Grand Tlogoadi, Blok I, No. 4, Jln. Kebon Agung, Mlati</span>",2
Maharani Villa Jogja,"<span itemprop=""address"">Jl. Bantul Gg Sumonegoro No 293 Dongkelan Sewon</span>",2
Homestay Ibnu K1A,"<span itemprop=""address"">Kalisuci, Jetis Wetan Pacarejo, Semanu, Gunung Kidul </span>",2
Nice Room at Omah Mapan Homestay,"<span itemprop=""address"">Jl. Prof. Dr.Soepomo no. 55 Janturan Warung Boto. Umbul Harjo.</span>",2
Female & Family Room at Wisma Pandega Tamtama SYARIAH,"<span itemprop=""address"">Jl. Pandega Tamtama G/12 A Rt.Rw 16.06 Caturtunggal</span>",4
Losmen Melati,"<span itemprop=""address"">Mancingan, Parangtritis Kec. Kretek</span>",2
Comfortable Room near Kraton at Ngasem Homestay,"<span itemprop=""address"">Jl Sidomukti 83 rt 52 rw 15 Mushola solihien, Kel Kadipaten, Kec Keraton</span>",2
Homestay Ndalem Mbak Charly,"<span itemprop=""address"">Jalan Nuri 1</span>",2
Villa Dora Yogyakarta,"<span itemprop=""address"">Jalan Basuki No.567</span>",3
Paddy D Sawah,"<span itemprop=""address"">Jl. Kedon 0.2</span>",3
Studio Room at Dio Vivo Apartement,"<span itemprop=""address"">Jl. Amarto, Caturtunggal, Depok, Yogyakarta</span>",2
Posnya Seni Godod Homestay,"<span itemprop=""address"">Jalan Suryodiningratan MJ.2 / 641</span>",2
